id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p00044,2014,911,23000,Fair,112500,75000,yes,"[""project/data/images/p00044_image_1.jpg"", ""project/data/images/p00044_image_10.jpg"", ""project/data/images/p00044_image_11.jpg"", ""project/data/images/p00044_image_12.jpg"", ""project/data/images/p00044_image_2.jpg"", ""project/data/images/p00044_image_3.jpg"", ""project/data/images/p00044_image_4.jpg"", ""project/data/images/p00044_image_5.jpg"", ""project/data/images/p00044_image_6.jpg"", ""project/data/images/p00044_image_7.jpg"", ""project/data/images/p00044_image_8.jpg"", ""project/data/images/p00044_image_9.jpg""]",project/data/descriptions/p00044_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-911-turbo-s-coupe-58/
p00045,2007,911,11000,Fair,80000,106000,no,"[""project/data/images/p00045_image_1.jpg"", ""project/data/images/p00045_image_10.jpg"", ""project/data/images/p00045_image_11.jpg"", ""project/data/images/p00045_image_12.jpg"", ""project/data/images/p00045_image_2.jpg"", ""project/data/images/p00045_image_3.jpg"", ""project/data/images/p00045_image_4.jpg"", ""project/data/images/p00045_image_5.jpg"", ""project/data/images/p00045_image_6.jpg"", ""project/data/images/p00045_image_7.jpg"", ""project/data/images/p00045_image_8.jpg"", ""project/data/images/p00045_image_9.jpg""]",project/data/descriptions/p00045_seller_description.txt,https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-184/
p00046,2008,911,54000,Fair,80000,24000,yes,"[""project/data/images/p00046_image_1.jpg"", ""project/data/images/p00046_image_10.jpg"", ""project/data/images/p00046_image_11.jpg"", ""project/data/images/p00046_image_12.jpg"", ""project/data/images/p00046_image_2.jpg"", ""project/data/images/p00046_image_3.jpg"", ""project/data/images/p00046_image_4.jpg"", ""project/data/images/p00046_image_5.jpg"", ""project/data/images/p00046_image_6.jpg"", ""project/data/images/p00046_image_7.jpg"", ""project/data/images/p00046_image_8.jpg"", ""project/data/images/p00046_image_9.jpg""]",project/data/descriptions/p00046_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-911-turbo-cabriolet-161/
p00047,1990,911,79000,Fair,76500,84000,no,"[""project/data/images/p00047_image_1.jpg"", ""project/data/images/p00047_image_10.jpg"", ""project/data/images/p00047_image_11.jpg"", ""project/data/images/p00047_image_12.jpg"", ""project/data/images/p00047_image_2.jpg"", ""project/data/images/p00047_image_3.jpg"", ""project/data/images/p00047_image_4.jpg"", ""project/data/images/p00047_image_5.jpg"", ""project/data/images/p00047_image_6.jpg"", ""project/data/images/p00047_image_7.jpg"", ""project/data/images/p00047_image_8.jpg"", ""project/data/images/p00047_image_9.jpg""]",project/data/descriptions/p00047_seller_description.txt,https://bringatrailer.com/listing/1990-porsche-911-carrera-2-coupe-64/
p00048,2002,Boxster,58000,Fair,19500,19350,yes,"[""project/data/images/p00048_image_1.jpg"", ""project/data/images/p00048_image_10.jpg"", ""project/data/images/p00048_image_11.jpg"", ""project/data/images/p00048_image_12.jpg"", ""project/data/images/p00048_image_2.jpg"", ""project/data/images/p00048_image_3.jpg"", ""project/data/images/p00048_image_4.jpg"", ""project/data/images/p00048_image_5.jpg"", ""project/data/images/p00048_image_6.jpg"", ""project/data/images/p00048_image_7.jpg"", ""project/data/images/p00048_image_8.jpg"", ""project/data/images/p00048_image_9.jpg""]",project/data/descriptions/p00048_seller_description.txt,https://bringatrailer.com/listing/2002-porsche-boxster-s-169/
p00049,1965,356,36000,Fair,55993,110500,no,"[""project/data/images/p00049_image_1.jpg"", ""project/data/images/p00049_image_10.jpg"", ""project/data/images/p00049_image_11.jpg"", ""project/data/images/p00049_image_12.jpg"", ""project/data/images/p00049_image_2.jpg"", ""project/data/images/p00049_image_3.jpg"", ""project/data/images/p00049_image_4.jpg"", ""project/data/images/p00049_image_5.jpg"", ""project/data/images/p00049_image_6.jpg"", ""project/data/images/p00049_image_7.jpg"", ""project/data/images/p00049_image_8.jpg"", ""project/data/images/p00049_image_9.jpg""]",project/data/descriptions/p00049_seller_description.txt,https://bringatrailer.com/listing/1965-porsche-356c-coupe-59/
p00050,1990,911,2000,Excellent,1075000,225000,yes,"[""project/data/images/p00050_image_1.jpg"", ""project/data/images/p00050_image_10.jpg"", ""project/data/images/p00050_image_11.jpg"", ""project/data/images/p00050_image_12.jpg"", ""project/data/images/p00050_image_2.jpg"", ""project/data/images/p00050_image_3.jpg"", ""project/data/images/p00050_image_4.jpg"", ""project/data/images/p00050_image_5.jpg"", ""project/data/images/p00050_image_6.jpg"", ""project/data/images/p00050_image_7.jpg"", ""project/data/images/p00050_image_8.jpg"", ""project/data/images/p00050_image_9.jpg""]",project/data/descriptions/p00050_seller_description.txt,https://bringatrailer.com/listing/1990-porsche-911-carrera-2-coupe-singer/
p00051,1963,356,47000,Fair,77500,39750,yes,"[""project/data/images/p00051_image_1.jpg"", ""project/data/images/p00051_image_10.jpg"", ""project/data/images/p00051_image_11.jpg"", ""project/data/images/p00051_image_12.jpg"", ""project/data/images/p00051_image_2.jpg"", ""project/data/images/p00051_image_3.jpg"", ""project/data/images/p00051_image_4.jpg"", ""project/data/images/p00051_image_5.jpg"", ""project/data/images/p00051_image_6.jpg"", ""project/data/images/p00051_image_7.jpg"", ""project/data/images/p00051_image_8.jpg"", ""project/data/images/p00051_image_9.jpg""]",project/data/descriptions/p00051_seller_description.txt,https://bringatrailer.com/listing/1963-porsche-356b-coupe-29/
p00052,1976,912,155000,Fair,45600,40500,yes,"[""project/data/images/p00052_image_1.jpg"", ""project/data/images/p00052_image_10.jpg"", ""project/data/images/p00052_image_11.jpg"", ""project/data/images/p00052_image_12.jpg"", ""project/data/images/p00052_image_2.jpg"", ""project/data/images/p00052_image_3.jpg"", ""project/data/images/p00052_image_4.jpg"", ""project/data/images/p00052_image_5.jpg"", ""project/data/images/p00052_image_6.jpg"", ""project/data/images/p00052_image_7.jpg"", ""project/data/images/p00052_image_8.jpg"", ""project/data/images/p00052_image_9.jpg""]",project/data/descriptions/p00052_seller_description.txt,https://bringatrailer.com/listing/1976-porsche-912e-67/
p00053,2008,911,4300,Fair,110000,85000,yes,"[""project/data/images/p00053_image_1.jpg"", ""project/data/images/p00053_image_10.jpg"", ""project/data/images/p00053_image_11.jpg"", ""project/data/images/p00053_image_12.jpg"", ""project/data/images/p00053_image_2.jpg"", ""project/data/images/p00053_image_3.jpg"", ""project/data/images/p00053_image_4.jpg"", ""project/data/images/p00053_image_5.jpg"", ""project/data/images/p00053_image_6.jpg"", ""project/data/images/p00053_image_7.jpg"", ""project/data/images/p00053_image_8.jpg"", ""project/data/images/p00053_image_9.jpg""]",project/data/descriptions/p00053_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-911-turbo-cabriolet-164/
p00054,2007,911,67000,Fair,91888,54000,yes,"[""project/data/images/p00054_image_1.jpg"", ""project/data/images/p00054_image_10.jpg"", ""project/data/images/p00054_image_11.jpg"", ""project/data/images/p00054_image_12.jpg"", ""project/data/images/p00054_image_2.jpg"", ""project/data/images/p00054_image_3.jpg"", ""project/data/images/p00054_image_4.jpg"", ""project/data/images/p00054_image_5.jpg"", ""project/data/images/p00054_image_6.jpg"", ""project/data/images/p00054_image_7.jpg"", ""project/data/images/p00054_image_8.jpg"", ""project/data/images/p00054_image_9.jpg""]",project/data/descriptions/p00054_seller_description.txt,https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-187/
p00055,2014,911,81000,Fair,28000,63500,no,"[""project/data/images/p00055_image_1.jpg"", ""project/data/images/p00055_image_10.jpg"", ""project/data/images/p00055_image_11.jpg"", ""project/data/images/p00055_image_12.jpg"", ""project/data/images/p00055_image_2.jpg"", ""project/data/images/p00055_image_3.jpg"", ""project/data/images/p00055_image_4.jpg"", ""project/data/images/p00055_image_5.jpg"", ""project/data/images/p00055_image_6.jpg"", ""project/data/images/p00055_image_7.jpg"", ""project/data/images/p00055_image_8.jpg"", ""project/data/images/p00055_image_9.jpg""]",project/data/descriptions/p00055_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-cayenne-gts-61/
p00056,2010,911,174000,Fair,13000,28500,no,"[""project/data/images/p00056_image_1.jpg"", ""project/data/images/p00056_image_10.jpg"", ""project/data/images/p00056_image_11.jpg"", ""project/data/images/p00056_image_12.jpg"", ""project/data/images/p00056_image_2.jpg"", ""project/data/images/p00056_image_3.jpg"", ""project/data/images/p00056_image_4.jpg"", ""project/data/images/p00056_image_5.jpg"", ""project/data/images/p00056_image_6.jpg"", ""project/data/images/p00056_image_7.jpg"", ""project/data/images/p00056_image_8.jpg"", ""project/data/images/p00056_image_9.jpg""]",project/data/descriptions/p00056_seller_description.txt,https://bringatrailer.com/listing/2010-porsche-cayenne-turbo-3/
p00057,2007,911,10000,Excellent,300000,1262500,no,"[""project/data/images/p00057_image_1.jpg"", ""project/data/images/p00057_image_10.jpg"", ""project/data/images/p00057_image_11.jpg"", ""project/data/images/p00057_image_12.jpg"", ""project/data/images/p00057_image_2.jpg"", ""project/data/images/p00057_image_3.jpg"", ""project/data/images/p00057_image_4.jpg"", ""project/data/images/p00057_image_5.jpg"", ""project/data/images/p00057_image_6.jpg"", ""project/data/images/p00057_image_7.jpg"", ""project/data/images/p00057_image_8.jpg"", ""project/data/images/p00057_image_9.jpg""]",project/data/descriptions/p00057_seller_description.txt,https://bringatrailer.com/listing/2007-porsche-911-gt3-rs-27/
p00058,,911,25,Fair,3900,,yes,,project/data/descriptions/p00058_seller_description.txt,https://bringatrailer.com/listing/porsche-speedline-2/
p00059,1993,911,62000,Excellent,356964,308888,yes,"[""project/data/images/p00059_image_1.jpg"", ""project/data/images/p00059_image_10.jpg"", ""project/data/images/p00059_image_11.jpg"", ""project/data/images/p00059_image_12.jpg"", ""project/data/images/p00059_image_2.jpg"", ""project/data/images/p00059_image_3.jpg"", ""project/data/images/p00059_image_4.jpg"", ""project/data/images/p00059_image_5.jpg"", ""project/data/images/p00059_image_6.jpg"", ""project/data/images/p00059_image_7.jpg"", ""project/data/images/p00059_image_8.jpg"", ""project/data/images/p00059_image_9.jpg""]",project/data/descriptions/p00059_seller_description.txt,https://bringatrailer.com/listing/1993-porsche-911-turbo-3-6-7/
p00060,1993,911,72000,Fair,124000,90000,yes,"[""project/data/images/p00060_image_1.jpg"", ""project/data/images/p00060_image_10.jpg"", ""project/data/images/p00060_image_11.jpg"", ""project/data/images/p00060_image_12.jpg"", ""project/data/images/p00060_image_2.jpg"", ""project/data/images/p00060_image_3.jpg"", ""project/data/images/p00060_image_4.jpg"", ""project/data/images/p00060_image_5.jpg"", ""project/data/images/p00060_image_6.jpg"", ""project/data/images/p00060_image_7.jpg"", ""project/data/images/p00060_image_8.jpg"", ""project/data/images/p00060_image_9.jpg""]",project/data/descriptions/p00060_seller_description.txt,https://bringatrailer.com/listing/1993-porsche-911-rs-america-62/
p00061,1987,924,26000,Fair,6100,10812,no,"[""project/data/images/p00061_image_1.jpg"", ""project/data/images/p00061_image_10.jpg"", ""project/data/images/p00061_image_11.jpg"", ""project/data/images/p00061_image_12.jpg"", ""project/data/images/p00061_image_2.jpg"", ""project/data/images/p00061_image_3.jpg"", ""project/data/images/p00061_image_4.jpg"", ""project/data/images/p00061_image_5.jpg"", ""project/data/images/p00061_image_6.jpg"", ""project/data/images/p00061_image_7.jpg"", ""project/data/images/p00061_image_8.jpg"", ""project/data/images/p00061_image_9.jpg""]",project/data/descriptions/p00061_seller_description.txt,https://bringatrailer.com/listing/1987-porsche-924s-101/
p00062,2014,911,26000,Fair,47958,117690,no,"[""project/data/images/p00062_image_1.jpg"", ""project/data/images/p00062_image_10.jpg"", ""project/data/images/p00062_image_11.jpg"", ""project/data/images/p00062_image_12.jpg"", ""project/data/images/p00062_image_2.jpg"", ""project/data/images/p00062_image_3.jpg"", ""project/data/images/p00062_image_4.jpg"", ""project/data/images/p00062_image_5.jpg"", ""project/data/images/p00062_image_6.jpg"", ""project/data/images/p00062_image_7.jpg"", ""project/data/images/p00062_image_8.jpg"", ""project/data/images/p00062_image_9.jpg""]",project/data/descriptions/p00062_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-cayenne-turbo-s-63/
p00063,2021,911,72000,Fair,49250,12161,yes,"[""project/data/images/p00063_image_1.jpg"", ""project/data/images/p00063_image_10.jpg"", ""project/data/images/p00063_image_11.jpg"", ""project/data/images/p00063_image_12.jpg"", ""project/data/images/p00063_image_2.jpg"", ""project/data/images/p00063_image_3.jpg"", ""project/data/images/p00063_image_4.jpg"", ""project/data/images/p00063_image_5.jpg"", ""project/data/images/p00063_image_6.jpg"", ""project/data/images/p00063_image_7.jpg"", ""project/data/images/p00063_image_8.jpg"", ""project/data/images/p00063_image_9.jpg""]",project/data/descriptions/p00063_seller_description.txt,https://bringatrailer.com/listing/2021-porsche-cayenne-gts-12/
p00064,2025,911,1300,Fair,255000,12161,yes,"[""project/data/images/p00064_image_1.jpg"", ""project/data/images/p00064_image_10.jpg"", ""project/data/images/p00064_image_11.jpg"", ""project/data/images/p00064_image_12.jpg"", ""project/data/images/p00064_image_2.jpg"", ""project/data/images/p00064_image_3.jpg"", ""project/data/images/p00064_image_4.jpg"", ""project/data/images/p00064_image_5.jpg"", ""project/data/images/p00064_image_6.jpg"", ""project/data/images/p00064_image_7.jpg"", ""project/data/images/p00064_image_8.jpg"", ""project/data/images/p00064_image_9.jpg""]",project/data/descriptions/p00064_seller_description.txt,https://bringatrailer.com/listing/2025-porsche-911-turbo-s-cabriolet/
p00065,1996,911,65000,Fair,206800,100000,yes,"[""project/data/images/p00065_image_1.jpg"", ""project/data/images/p00065_image_10.jpg"", ""project/data/images/p00065_image_11.jpg"", ""project/data/images/p00065_image_12.jpg"", ""project/data/images/p00065_image_2.jpg"", ""project/data/images/p00065_image_3.jpg"", ""project/data/images/p00065_image_4.jpg"", ""project/data/images/p00065_image_5.jpg"", ""project/data/images/p00065_image_6.jpg"", ""project/data/images/p00065_image_7.jpg"", ""project/data/images/p00065_image_8.jpg"", ""project/data/images/p00065_image_9.jpg""]",project/data/descriptions/p00065_seller_description.txt,https://bringatrailer.com/listing/1996-porsche-911-turbo-189/
p00066,1986,911,85000,Fair,117500,82999,yes,"[""project/data/images/p00066_image_1.jpg"", ""project/data/images/p00066_image_10.jpg"", ""project/data/images/p00066_image_11.jpg"", ""project/data/images/p00066_image_12.jpg"", ""project/data/images/p00066_image_2.jpg"", ""project/data/images/p00066_image_3.jpg"", ""project/data/images/p00066_image_4.jpg"", ""project/data/images/p00066_image_5.jpg"", ""project/data/images/p00066_image_6.jpg"", ""project/data/images/p00066_image_7.jpg"", ""project/data/images/p00066_image_8.jpg"", ""project/data/images/p00066_image_9.jpg""]",project/data/descriptions/p00066_seller_description.txt,https://bringatrailer.com/listing/1986-porsche-911-turbo-coupe-68/
p00067,1976,930,96000,Fair,85000,114930,no,"[""project/data/images/p00067_image_1.jpg"", ""project/data/images/p00067_image_10.jpg"", ""project/data/images/p00067_image_11.jpg"", ""project/data/images/p00067_image_12.jpg"", ""project/data/images/p00067_image_2.jpg"", ""project/data/images/p00067_image_3.jpg"", ""project/data/images/p00067_image_4.jpg"", ""project/data/images/p00067_image_5.jpg"", ""project/data/images/p00067_image_6.jpg"", ""project/data/images/p00067_image_7.jpg"", ""project/data/images/p00067_image_8.jpg"", ""project/data/images/p00067_image_9.jpg""]",project/data/descriptions/p00067_seller_description.txt,https://bringatrailer.com/listing/1976-porsche-930-turbo-carrera-30/
